Unnamed: 0,Unnamed: 1,Unnamed: 2,Date,Time,Lane,Speed,Length,Headway,Gap,Class,Occupancy,Vehicle Count,Headway_Mean,Headway_Mean_Hours,Q (veh/h),Speed Inverse,,,,,
,,,20240728,3746.2,3,123,4.99,3.6,3.41,2,146,22,26.88636364,0.007468434,133.8968724,0.008130081,,,,,
,,,20240728,3803.7,2,107,5.83,63.9,63.7,2,196,22,26.88636364,0.007468434,133.8968724,0.009345794,,,,,
,,,20240728,3805.2,3,83,5.53,19,18.85,2,239,22,26.88636364,0.007468434,133.8968724,0.012048193,,,,,
,,,20240728,3808.6,2,77,3.9,4.9,4.7,2,182,22,26.88636364,0.007468434,133.8968724,0.012987013,,,,,
,,,20240728,3830.6,2,74,4.29,22,21.82,2,208,22,26.88636364,0.007468434,133.8968724,0.013513514,,,,,
,,,20240728,3843.2,2,99,5.5,12.6,12.39,2,200,22,26.88636364,0.007468434,133.8968724,0.01010101,,,,,
,,,20240728,3845,2,86,4.27,1.8,1.6,2,178,22,26.88636364,0.007468434,133.8968724,0.011627907,,,,,
,,,20240728,3901.1,3,90,4.02,55.9,55.66,2,160,22,26.88636364,0.007468434,133.8968724,0.011111111,,,,,
,,,20240728,3925.3,3,58,6.3,24.2,24.04,4,391,22,26.88636364,0.007468434,133.8968724,0.017241379,,,,,
,,,20240728,3939.1,3,98,4.03,13.8,13.41,2,148,22,26.88636364,0.007468434,133.8968724,0.010204082,,,,,
,,,20240728,3944.1,3,98,4.67,5,4.85,2,171,22,26.88636364,0.007468434,133.8968724,0.010204082,,,,,
,,,20240728,3944.9,3,93,5.14,0.8,0.63,2,198,22,26.88636364,0.007468434,133.8968724,0.010752688,,,,,
,,,20240728,3957.4,3,74,5.19,12.5,12.3,2,252,22,26.88636364,0.007468434,133.8968724,0.013513514,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,20240728,4008.1,3,55,3.8,10.7,10.45,2,248,14,45.02857143,0.012507937,79.94923858,0.018181818,,,,,
,,,20240728,4039.3,3,80,3.93,31.2,30.95,2,176,14,45.02857143,0.012507937,79.94923858,0.0125,,,,,
,,,20240728,4051.5,3,88,6.46,12.2,12.02,4,264,14,45.02857143,0.012507937,79.94923858,0.011363636,,,,,
,,,20240728,4104.2,2,72,4.47,139.2,139.02,2,223,14,45.02857143,0.012507937,79.94923858,0.013888889,,,,,
,,,20240728,4214.5,2,132,3.68,70.3,70.08,1,100,14,45.02857143,0.012507937,79.94923858,0.007575758,,,,,
,,,20240728,4233.2,2,100,5,18.7,18.6,2,180,14,45.02857143,0.012507937,79.94923858,0.01,,,,,
,,,20240728,4240.7,3,65,4.68,109.2,108.94,2,259,14,45.02857143,0.012507937,79.94923858,0.015384615,,,,,
,,,20240728,4244.7,3,61,5.03,4,3.74,2,296,14,45.02857143,0.012507937,79.94923858,0.016393443,,,,,
,,,20240728,4250.1,2,62,3.96,16.9,16.72,2,229,14,45.02857143,0.012507937,79.94923858,0.016129032,,,,,
,,,20240728,4411.2,3,92,3.93,86.5,86.2,2,153,14,45.02857143,0.012507937,79.94923858,0.010869565,,,,,
,,,20240728,4412.3,2,77,4.79,82.2,81.97,2,223,14,45.02857143,0.012507937,79.94923858,0.012987013,,,,,
,,,20240728,4413.9,3,93,5.07,2.7,2.55,2,196,14,45.02857143,0.012507937,79.94923858,0.010752688,,,,,
,,,20240728,4416.4,3,98,5.17,2.5,2.3,2,189,14,45.02857143,0.012507937,79.94923858,0.010204082,,,,,
,,,20240728,4456.4,2,83,4.39,44.1,43.88,2,190,14,45.02857143,0.012507937,79.94923858,0.012048193,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,20240728,4511.5,3,73,5.85,55.1,54.91,2,288,16,37.9375,0.010538194,94.89291598,0.01369863,,,,,
,,,20240728,4533.9,2,88,5.21,37.5,37.31,2,213,16,37.9375,0.010538194,94.89291598,0.011363636,,,,,
,,,20240728,4624.5,3,102,5.08,73,72.71,4,179,16,37.9375,0.010538194,94.89291598,0.009803922,,,,,
,,,20240728,4642.3,3,65,3.94,17.8,17.62,2,218,16,37.9375,0.010538194,94.89291598,0.015384615,,,,,
,,,20240728,4722.6,3,74,1.84,40.3,40.08,1,89,16,37.9375,0.010538194,94.89291598,0.013513514,,,,,
,,,20240728,4727.7,3,113,4.49,5.1,5.01,2,143,16,37.9375,0.010538194,94.89291598,0.008849558,,,,,
